path,domain,target_pr,status,notes
"lib/transactions/marketing.ts",marketing-abandoned-carts,PR7,pending_review,"marketing/abandoned checkout slice"
"lib/transactions/repository.ts",pos-tuu-sales,PR3,already_in_main,"payment/POS/DTE transaction slice"
"lib/transactions/types.ts",pos-tuu-sales,PR3,already_in_main,"payment/POS/DTE transaction slice"
"lib/tuu/config.ts",pos-tuu-sales,PR3,pending_review,"payment/POS/DTE transaction slice"
"lib/tuu/remote-payment.ts",pos-tuu-sales,PR3,pending_review,"payment/POS/DTE transaction slice"
"lib/utils.ts",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"next.config.ts",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"package-lock.json",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"package.json",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"public/fonts/Ivy-Presto-Text-Light.otf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/fonts/Ivy-Presto-Text-Semi-Bold.otf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/fonts/Ivy-Presto-Text-Thin.otf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/fonts/Ivy-Presto-Text.otf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/fonts/Piepie W01 Regular.ttf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/fonts/Piepie-W01-Regular.ttf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/olffy/bag.png",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/olffy/fonts/Ivy-Presto-Text-Light.otf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/olffy/fonts/Ivy-Presto-Text-Semi-Bold.otf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/olffy/fonts/Ivy-Presto-Text-Thin.otf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/olffy/fonts/Ivy-Presto-Text.otf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/olffy/fonts/Piepie-W01-Regular.ttf",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/olffy/hero-stationery.png",visual-assets,PR9,pending_review,"binary/font/brand asset"
"public/olffy/logo.png",visual-assets,PR9,pending_review,"binary/font/brand asset"
"src/adapters/admin-auth-actions.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/adapters/frontend-actions.ts",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"src/adapters/mock-actions.ts",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"src/adapters/mock-data.ts",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"src/adapters/supabase-admin-actions.ts",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"src/adapters/supabase-auth-actions.ts",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/admin-panel/components/admin/AdminAbandonedCarts.module.css",marketing-abandoned-carts,PR7,pending_review,"marketing/abandoned checkout slice"
"src/admin-panel/components/admin/AdminAbandonedCarts.tsx",marketing-abandoned-carts,PR7,pending_review,"marketing/abandoned checkout slice"
"src/admin-panel/components/admin/AdminActiveCustomersDetail.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminActiveCustomersDetail.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminActivityList.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminActivityList.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCatalogStatusBadge.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCatalogStatusBadge.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCollectionEditDrawer.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCollectionEditDrawer.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCollectionTable.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCollectionTable.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCollections.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCollections.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomerDetail.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomerDetail.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomerDrawer.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomerDrawer.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomerStatusBadge.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomerStatusBadge.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomerTable.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomerTable.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomers.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminCustomers.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminDashboard.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminDashboard.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminIntegrationStatus.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminIntegrationStatus.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminLayout.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminLayout.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminMetricCard.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminMetricCard.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminOperationalStatus.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminOperationalStatus.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminOperationalStatusFloating.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminOperationalStatusFloating.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPasswordSettings.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointRulesSettings.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointRulesSettings.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPoints.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPoints.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointsAdjustment.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointsAdjustment.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointsMovements.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointsMovements.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointsRules.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointsRules.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointsSummary.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPointsSummary.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPos.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPos.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPreviewModal.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminPreviewModal.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductCard.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductCard.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductDetailDrawer.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductDetailDrawer.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductFilterCards.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductFilterCards.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductFilters.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductFilters.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductTable.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProductTable.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProducts.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminProducts.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRecentCustomers.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRecentCustomers.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRewardCard.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRewardCard.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRewardForm.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRewardForm.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRewardRequests.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRewardRequests.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRewards.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminRewards.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSaleDetailDrawer.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSaleDetailDrawer.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSales.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSales.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSearchInput.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSearchInput.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSettings.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSettings.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSettingsSection.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSettingsSection.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSettingsTabs.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSettingsTabs.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminShopifyRedirectModal.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminShopifyRedirectModal.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSidebar.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminSidebar.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminTeamSettings.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/AdminTeamSettings.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/adminNav.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/index.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/admin/useAdminDiagnostics.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Accordion.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Accordion.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Badge.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Badge.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Button.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Button.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Drawer.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Drawer.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/EmptyState.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/EmptyState.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/IconPlaceholder.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Modal.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/Modal.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/ProductImage.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/ProductImage.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/QuantityStepper.module.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/QuantityStepper.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/components/ui/index.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/data/adminCustomerPayments.mock.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/data/adminData.mock.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/data/adminDigitalSales.mock.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/data/adminResponsibles.mock.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/data/categories.mock.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/data/faq.mock.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/data/heroSlides.mock.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/data/products.mock.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/data/quiz.mock.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/integration/AdminPanelClient.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/integration/get-admin-panel-data.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/integration/hydrate-admin-panel-data.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/integration/types.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/pages/admin/AdminPage.tsx",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/styles/global.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/styles/tokens.css",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/admin-panel/types/index.ts",admin-panel,PR5,pending_review,"admin UI/data adapter"
"src/components/cart/CartLine.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/cart/CartSummary.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/checkout/CheckoutPage.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/customer/AccountDashboard.tsx",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/components/customer/AccountSidebar.tsx",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/components/customer/HistoryPage.tsx",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/components/customer/LoginPage.tsx",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/components/customer/RedemptionsPage.tsx",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/components/customer/RegisterPage.tsx",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/components/customer/RewardsPage.tsx",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/components/home/FavoritesGrid.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/home/FilmStrip.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/home/HeroSection.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/home/KnowOlffySection.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/home/NewLaunchesSection.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/home/ProductsCarousel.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/layout/AppShell.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/layout/CartDrawer.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/layout/Footer.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/layout/Navbar.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/layout/PromoBanner.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/loyalty/PointsHero.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/loyalty/PointsStats.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/loyalty/RedemptionCard.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/loyalty/RewardCard.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/product/ProductModal.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/shared/ImgBox.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/shared/OlffyLogo.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/shared/SectionHeading.tsx",storefront,PR8,pending_review,"public storefront/UI"
